username,rating,date,review_text,pros,cons
Syuhada Amirah Ro,4,2020-05-08,It does a good job soothing my eczema. But it stings a bit when i put it on the eczema rashes.,,
Katie Jo,3,2020-05-08,I have extremely sensitive skin and while this is made for sensitive skin mine just didn’t like it. It was a bit too greasy for my liking as well.,,
Brittany Pu,3,2020-05-08,"Good product, but I wish it was creamier. It is very thin and I like creamy lotions.!",,
Katrina,4,2020-05-08,All I can honestly say is this Product of Dove is so amazing!!it makes your skin really feel so soft and keeps your skin hydrated I never felt my skin like this with other brands tho like literally and We know that Dove is one of the most trusted brand and for those have sensitive skin this Dove product is really perfect for you.,,
Soph Wa,5,2020-05-08,"This product is very nice. My skin is very sensitive only dove match in my skin ever since. I just love everything, no need to improve. It has a very nice smell. Ive been using this now for almost 2 monhs and i can se the changes. Definitely will buy again",,
Becca Ad,4,2020-05-08,"Great smell, great product and can definitely notice a different in my skin. The product is very gentle with your skin and feels different than some body washes that you can tell have so many products in them. Using this feels organic and very nourishing for your skin",,
Farah S.,5,2020-05-08,due to my sensitive skin dove helps to smoothen and doesnt irritate my skin thankyou dove,,
Radhika Ba,5,2020-05-08,This product is really effective for the sensitive skin. A person like me use it 2ice a day as it cleanses my skin and heals it. It is long lasting for the entire day and keeps the body soft. It is a must to buy.,,
Neha Sa,4,2020-05-08,￼I must say this one is super nice it always works on my skin after I have my waxing or shaving it makes my skin Soft and keeps it hydrated and it smells kinda Fresh and keeps me Active￼,,
Madi Jo,5,2020-05-08,I have been using Dove and their sensitive skin line (lotion and body wash) and I really like it. This lotion is very smooth and smells very fresh and clean. Almost powdery. This doesn’t irritate my skin so it does it job of being for sensitive skin very well.,,
Laura M.,4,2020-05-08,"I have sensitive skin so I am always careful what I use on my body, I often have to give my mom or sister products I buy when they don’t work out for me. This was easy on my skin while nourishing my dry wintered skin.",,
Kannu Pa,5,2020-05-08,It does do its job definitely i love how it doesn’t irate your skin locks the moisture and leaves it smooth it’ll give u a stay of 6-7 hours and you can use it on daily basis i love this lotion its amazing,,
Alexus Wi,5,2020-05-07,i use this a lot after i shave. it doesn’t irate my skin and always smells so nice. definitely a must if you have very sensitive skin!,,
Shaundra De,5,2020-05-07,Amazing product! I’m a big fan of almost anything this brand has to offer. I have been very satisfied,,
Mikaela Ch,5,2020-05-07,My dermatologist recommended this soap to me because I have sensitive skin that dries out very easily. Ever since I started using it my skin does not have dry patches and i think that it does a good job cleaning my body. It lathers nicely and does not have an offensive odor.,,
Hannah Je,4,2020-05-07,"Amazing product, but it’s a little too oily. Too expensive for the quality. Smelled very good. Maybe make it less oily.",,
Aspen Ba,5,2020-05-07,Has such a soft smell and it’s makes my skin so soft! It doesn’t bother my eczema it’s truly made for sensitive skin!,,
Fatima Ru,5,2020-05-07,Amazing amazing for my sensitive skin. Leaves my skin so soft last very long! Very good price. Available at your local drugstore . 10/10 recommended,,
Demi C,5,2020-05-07,I really enjoyed using this product. I thought it was very moisturizing and I like that it didn’t leave an oily residue on my body like other lotions I have used in the past. Would recommend to others.,,
Katrina Pr,5,2020-05-07,i have bad eczema and i use this body wash because it is great for sensitive skin and i love the brand. i love how soft and fluffy it is when it suds up and i swear by it for controlling my eczema! i buy this body wash repeatedly!,,
Kayla Kn,5,2020-05-07,"Lovely product, leaves my skin soft and hydrated! Perfect for sensitive skin as it isn’t at all harsh!! It is also very affordable for the quality it provides. Leaves a lovely sent, would definitely recommend",,
Micaela Ca,5,2020-05-07,"A family friend recommended me this lotion after telling them my skin is super sensitive and I gave it a try and fell in love, helps my skin and lot and it leaves it shiny with amazing scent. 8/10 recommend",,
Sanchita Ka,3,2020-05-07,It doesn't keep my skin moisturised for too long and you'll have to keep reapplying it throughout the day. It's pocket friendly though for all having a tight budget. I mean it does it's job but I have used better options with same price tag. I will walk by it or probably not look at it.,,
Rachel We,5,2020-05-07,Dove has always been my go- to brand for gentle and reliable skincare. I use this lotion often.,,
Love Si,3,2020-05-07,My mom love this when i tried it wasnt as good as nivea. But my mom loves it everyone has their own skin routine,,
Julia No,5,2020-05-07,This product was extremely light and gentle on my skin! Perfect for anyone who has sensitive skin. I used this daily and it had a natural scent.,,
Maggie P.,4,2020-05-07,I love this lotion. There is not a very strong smell. Also it is good for people with sensitive skin. I like it,,
Cailey G.,4,2020-05-07,It is not abrasive and very gentle on my skin. I love the smell and it lingers on you even after your shower.,,
Kiara Ja,5,2020-05-07,My boyfriend has sensitive skin and I have dry skin. This lotion not only smells great but it doesn’t negatively affect his skin and smooths my skin! It’s a win win for the both of us! Definitely recommend!!,,
Elizabeth Es,4,2020-05-06,Love this lotion so much. Super lightweight on my skin and so many scents that aren’t harsh on the skin.,,
Elyse Br,5,2020-05-06,Dove is an affordable brand with quality product for price. For a body cream i dont think its necessary to spend a lot of money. This cream those its job.,,
Mikaela Je,4,2020-05-06,Love the product! I haven’t bought it in a while because I had to get something a little more sensitive. If possible I would improve on the sensitive skin qualities so it works well for all types of sensitive skin.,,
Maci Si,5,2020-05-06,I have extremely dry skin and this product is great for me. I use it every morning and night and it is very gentle. It keeps my skin looking and feelings moisturized. Would recommend it to anyone with super dry skin.,,
Maddie Mu,4,2020-05-06,"My skin gets itchy using most products, but this one leaves it feeling hydrated and so soft!",,
Autumn K,5,2020-05-06,I have very dry and sensitive skin. Many of the creams I tried gave me bad reactions. This cream is affordable and worth the purchase. My skin felt so soft and smooth after just a few applications. I will definitely be purchasing this item again.,,
Jade Cl,2,2020-05-06,Didn’t find it worked well for my skin type which is very dry and sensitive. Has a nice scent to it although this is not always great for sensitive skin. Didn’t not give me a rash or irritation but for someone with more sensitive skin this could be the case.,,
Maria Ki,5,2020-05-06,"Perfect for sensetive skin, nice scent, very moisturizing, big tube for small price, last long",,
Nicole Sa,3,2020-05-06,Scent is a little strong for my liking but makes your skin very soft and supple. I would like to see the fragrance be knocked down a little bit. It’s at an okay price point that I would pay for it again.,,
Hannah Ho,5,2020-05-06,"K so I have sensitive skin that’s always literally hated me for having bubble baths or putting on really strong lotions, but this lotion is so soft and gentle on your hands/ body it’s amazing totally recommended for my fellow sensitive skin pals!",,
Emily Ru,4,2020-05-06,I really like this product because my skin gets itchy especially after a shower. So I just use this and I feel great.,,
Trinity Hu,5,2020-05-06,Love this product. It smells so good and is so smooth against your skin. I definitely recommend it.,,
Sherein Ab,5,2020-05-06,My skin is so so dry and sensitive especially in the winter and cold weather and this helped a ton! My mom uses it and loves it as well!,,
Larissa Ga,5,2020-05-06,not only is this product super affordable but it is great for sensitive skin I have very sensitive skin and I use this often and I really love how it leaves your skin really moisturized￼,,
Nikki Wr,4,2020-05-06,I really like this body lotion. My skin is very dry and sensitive and its very gentle to the skin. I gave it one star because i wish they made one with a scent! But i would definitely recommend to those that have sensitive skin and sensitive smell!,,
Brittany Sh,4,2020-05-06,I loved this! Makes my skin super soft and it has lasted quite a while! I never feel like I have a layer or cream on after either which is nice!,,
Chantal Sa,5,2020-05-06,I have sensitive skin so using this product is ideal for me. I don’t feel sticky throughout the day. I like applying it to my skin right after the shower.,,
Martica Ma,4,2020-05-06,"Nice on sensitive skin, got for a toddler and didn’t irritate skin. The pump is very convenient when applying on children but there is always some the pump can’t get when you get near the end.",,
Shelby Wa,5,2020-05-06,My go to body wash. Love this product love the smell the leather and how soft it makes my skin!,,
Desirée Wa,4,2020-05-05,this stuff is literally amazing. i usually get a lot of sensitive skincare products that just aren’t really that moisturizing but this lotion it gentle AND it still get the job done for my dry skin. i like it a lot!,,
Cambria ʕ,5,2020-05-05,"this lotion is absolutely perfect for people with sensitive skin, if you have eczema with sensitive skin and this will cure your skin within a week if not less, I absolutely love this lotion and always re-purchase it when I run out.￼￼￼",,
Bailey Mo,3,2020-05-05,"it was nice and moisturizing and didn’t have a strong smell, however it felt heavy and the skin",,
Safia Ra,5,2020-05-05,This product give you a lovely glowy tone on your skin. I would recommend this to everyone who loves a good lotion and has sensitive skin.,,
Ioanna Cr,5,2020-05-05,Amazing product. Nice applying. Leaves the skin very moisturizing. Long-lasting. Gentle with skin. Nothing to change about. Everyday or after shower uses.,,
Caitlyn St,5,2020-05-05,Left my skin really smooth and I would recommend this product to my friends and family! Haven’t switched since I’ve tryed this! I have super sensitive skin and this does the trick,,
Sonia M,5,2020-05-05,Love how lightweight this lotion is and love how this lotion smells. It’s good for my everyday routine.,,
Keauna Bl,4,2020-05-05,if you like a milky cleanser this body wash is perfect for you. it’s soft and gentle for all skin types,,
Phhh Ka,5,2020-05-05,[brand:dove]’s body lotion for sensitive skin is an absolute need for people with dry and sensitive skin. It keeps my skin feeling moisturized￼ and very soft. This product is very gentle and I definitely would buy again.,,
Maddi Jo,4,2020-05-05,"I have sensitive skin and this lotion has worked wonders for me after shaving or throughout the winter. Other lotions irritate my skin after shaving, but this one does not.",,
Alexandra Ca,5,2020-05-05,Absolutely love dove. Only product I’ll use on my sensitive skin. Smell is so fresh too.,,
Alisha B.,5,2020-05-05,This lotion is so great. My skin is super sensitive and will get irritated so easily. I haven’t had any irritation with this product and it makes my skin super soft !,,
Anisha H.,5,2020-05-05,This product is amazing live it every one should have helps with all types of skin 😁😁,,
Rafaela F.,5,2020-05-05,"This lotion it’s perfect for people with sensitive skin like me, I 100% recommend, I really like the smell of it as well",,
Bernadette Af,5,2020-05-05,It really helps. I have very sensitive skin so Dove is one of the few products I use. I use it every day after I showering to moisturize my body. Very long lasting. I recommended to my mom and now she also uses it.,,
Isabel He,5,2020-05-05,This body lotion is one of my favorite! I have very dry sensitive skin due to eczema and it has never caused irritation and leaves my skin very soft and cures my dryness. I would 10/10 buy this again!!,,
Alyssa P.,5,2020-05-05,I love this product. It’s a nice wash for your more sensitive areas of your body and doesn’t have any aroma that would trigger irritation on the body. It’s a nice easy pump and works like a charm wherever you need it on your body.,,
Jordon J,5,2020-05-05,10/10 Lotion !! Not only does it smell SOOO good but it’s so moisturizing. I’ve used this lotion for awhile and I seriously will never change!,,
Lali Ch,5,2020-05-05,I use this product and i can say that it is good for sensitive skin. I have been using dove since 2019 ..it is good,,
Cara Re,4,2020-05-05,No strong smell so its good for if you have sensitive just like it says lol lasts a long time!,,
Eleanor Bh,5,2020-05-05,"This is a great lotion and works nicely for my sensitive skin. Other formulas make me break out, but this helps keep my skin soft without any reactions. I would Definitely recommend this to someone",,
Becky Ec,5,2020-05-05,"Excellent lotion for sensitive skin! No greasy residue just nourishment for my skin. I typically have dry, itchy skin and this keeps my skin very well moisturized.",,
Cassidy W.,3,2020-05-05,A decent drug store body lotion! Would recommend to someone looking for a gentle cream for after shaving! Isn’t very heavy!,,
Katie H.,4,2020-05-04,Great product for daily use and for anyone with sensitive skin. This is a good go-to for anyone!,,
Teegan M,4,2020-05-04,It left my skin really soft and moisturized and it was very gentle on my skin. I used it for a week and already started to notice a difference in my skin.,,
Bajilah Ra,5,2020-05-04,I find the fives sensitive skin care is excellent. It keeps my skin nice and moisturized without causing breakouts and rashes. My only problem is that the scent has a chemical aroma that does not smell very nice. I always recommend this product for people with sensitive skin.,,
Kayla Ir,5,2020-05-04,I have to use this on my daughter because if I use anything else she breaks out really bad and switching to this has made bath time so much better,,
Ninoschka Sa,5,2020-05-04,it is super good it leaves your skin wonderful and soft and you feel a freshness when using it,,
Hhggc Bg,3,2020-05-04,Very good lotion for sensitive skin and it stays for a long time. It can last for one month or two and it is very affordable. I use it whenever my skin itches me as my skin is really sensitive.,,
Deanna P.,5,2020-05-04,I have sensitive skin and this has made my skin so much better it lathers one very nicely.,,
Keela D.,3,2020-05-04,It’s pretty good. Not a very strong scent so if you have sensitive skin this would be good. Overall good though.,,
Aliyah Sm,5,2020-05-04,It was so nice on my skin and gentle. I have sensitive skin and it didn’t really affect it at all! It has a nice scent and works well. I love dove!,,
Rachael Ke,5,2020-05-04,So good for dry sensitive skin! Moisturises and keeps you looking healthy and fresh !,,
Member-54de2,5,2020-05-04,This product works wonders for my skin. It doesn’t have a scent and is very soft on your skin. It leave me so clean and fresh. After I get out of the shower I feel so soft also. This product is a life saver for people like me who do have sensitive skin.,,
Nata Ar,5,2020-05-04,Dove Sensitive Skin Day Lotion leaves my skin feeling soft and supple. It is non-greasy and fragrance free. You don't need a lot of product when you use it either. I just take a little and quickly massage it in over my face and neck after showering and that’s it. Love it✨,,
Ruby Mo,4,2020-05-04,"This stuff is good and does exactly what it says it will. It's at a relatively low price point which is nice, but it's nothing amazing and nothing to write home about. But, it does nicely moisturize dry skin and keep everything feeling hydrated.&nbsp;",,
Taylor M.,2,2020-05-04,Made me breakout. Nice scent. Didn’t hydrate my skin as much as I’d like it to. Wouldn’t recommend,,
Savannah S,5,2020-05-04,"This lotion did not irritate my skin, leave it red or smell too strong- I love it! My skin can get red from products but this one doesn’t hurt it. It makes my skin smooth and soft all day and I don’t see anymore dry patches.",,
Dakota Gr,5,2020-05-04,I have super sensitive skin and I always breakout if a product isn’t adhered to sensitive skin so this is the perfect body lotion. Makes my skin feel smooth!,,
Hamza Kh,3,2020-05-04,The lotion was quite thin and slimy in texture however worked well for the areas that are more sensitive for me . I would improve this product by creating smaller versions as I think it’s not very portable,,
Ani Ho,5,2020-05-04,Amazing for my sensitive skin. Was very happy with the feeling after it soaked into my skin. Nice 👍🏻,,
Destanie Ru,5,2020-05-04,"Great product! My sons have eczema and this product helped their skin tremendously! I would only change the quality of the bottle pumps, I’ve bought a few bottles and the pumps didn’t work very well. I would definitely recommend this product!",,
Chantelle Ha,5,2020-05-04,Dove lotion is great helps your skin stay hydrated and it’s make you feel itchy or break out like other brands,,
Abby D.,3,2020-05-04,It is a great product but I noticed after a couple days of use my skin got super dry in some places. I would recommend for people who don’t have any sensitive skin because otherwise you might get patches like I did,,
Cora Pa,4,2020-05-04,"Geniaaaaaal, para pieles que necesitan un montón de hidratación. La utilizo siempre en la parte inferior de mi cuerpo que es normalmente donde tiendo a sufrir la deshidratación y mis piernas lucen siempre hidratadas",,
Sahra Ab,3,2020-05-04,It is nice and have a good smell. It is moisturizing and makes the skin feel very soft.,,
Myrna Ri,3,2020-05-04,"I personally didn’t like how runny this product gets over time, although it works fine the texture can be frustrating to use. I personally believe Dove has other better lotions for people to use, it isn’t harsh on the skin but it doesn’t last very long for dry skin.",,
Serenity,5,2020-05-04,"This product is so good, soft and gentle on sensitive skin. I have sensitive skin myself and this is one of my favorite products, definitely recommend.",,
Gioia F.,5,2020-05-04,"It is very moisturizing and smells amazing. It does last for a very long time, which is amazing. This product is perfect how it is. It does not make my skin itchy or dry. I have bought this again and always will.",,
Makenzy Da,5,2020-05-04,I live dove it’s awesome and is a great way to freshen up and is great for cracked or dry skin.,,
Lindzy Bu,5,2020-05-04,I love this body wash! My holy grail! Not only does it get me squeaky clean without irritation but it is gentle enough for my most sensitive areas. It doesn’t leave my skin to dry either. It is fragrance free!,,
Brandi Bi,5,2020-05-04,Such a great moisturizer!! Wish I could get it in a coconut/summery scent and I would use it so much more often!,,
Aliyah Ca,5,2020-05-04,Love using dove for sensitive skin! Helps with making my skin feel extra smooth.[product:dove-body-lotion-for-sensitive-skin] I don’t think this product needs any improvement. Pros it makes your skin feel soft and smooth. Yes I would recommend.,,
Konstantina Kt,5,2020-05-04,This body lotion keeps my skin soft and beautiful! Its cheap and can be used for like two weeks. It smells good and I love it!,,
Gretchen G.,4,2020-05-04,"Genial esta loción , se me está acabando la que tengo y ya me compre otra porque no puedo estar sin hidratarme la piel",,
Avery Ja,4,2020-05-04,"Very good for sensitive skin. Love the no scent and no color! Absorbs quickly, and no mess.",,
Jill Du,5,2020-05-03,"The dove body lotion for sensitive skin is very gentle and moisturizing, I am not as found of the smell as other lotions. This product is a good value-not expensive.",,
Jocelin Go,5,2020-05-03,I have really bad elbows so I use a lot of lotion to keep them looking baby smooth. Dove is usually the lotion I go to for my harsh elbows. The lotion turns these rough elbows to nice smooth baby skin. Which is necessary in my case. Must buy,,
Keti Mo,5,2020-05-03,"i often buy and use some products of this brand but i have never used this crem, .generally i prefer to purchase those which are suitable for a sensitive skin.. i would like to test this one and see how it affects my body.. i hope i will have a chance to do it..",,
Ileana Sc,5,2020-05-03,Great body lotion Especially if you have sensitive skin that doesn’t react well to fragrances and such! If you’re skin is feeling dry I recommend this product to help nourish your skin. Overall great lotion!,,
Jen Li,5,2020-05-03,This product was amazing for my dry skin. It absorbed into my skin leaving no scent and no residue.,,
Hayley Es,5,2020-05-03,I absolutely loved this product! It left my skin feeling soft for a long time after just one use! I don’t feel like this product needs improvement! I use it at least every other day. I definitely recommend this product!,,
Megan O’,4,2020-05-03,I have quite dull/dry skin and found this product to really help make it appear brighter and less flaky. I struggle to find products that don’t irritate my skin but I had no issue with this lotion at all,,
,5,2020-05-03,"I have always had really sensitive skin, and had a hard time finding good lotion. This one is really good although it’s not the best I’ve ever had",,
Annie Ho,4,2020-05-03,There was a good amount of product in this bottle. It smelled very good and didn’t hurt my skin. It made any dry patches I had very smooth.,,
Victoria C,5,2020-05-03,I don’t know much about body creams but this is just perfect. I have normal skin type and this have work for me for so long. It is NOT pricey and it gives a glowy look,,
Rachael Ci,5,2020-05-03,I’ve used this for years everything else makes my skin break out. Great product I enjoy it a lot. I also use their body wash from the same line,,
Alexandra Mi,5,2020-05-03,"It’s very hydrating. I repurchased this product some many times. 😍!! Good job, Dove 👏👏",,
Anduena L.,4,2020-05-03,This is amazin! Leaves your body smoth and shiny. I really like it. Makes your body look and smell amazing. Would totally recommend!,,
Nichole Bl,5,2020-05-03,"My skin is pretty sensitive and dry, this lotion provides moisture to keep my skin feeling silky smooth throughout the day.",,
Jade Si,5,2020-05-03,"Great product, made my skin silky smooth and lasted very well on the skin 10/10 , nothing needed to improve!",,
Laurentia G,5,2020-05-03,Such a soft lotion. Smells really good! It has plenty liquid. It is long lasting. Great price! Fast delivery! Very efficient for any age range!,,
Elena S.,3,2020-05-03,"Not much of a difference, i think that nothing changed for this company in many years for most of the products for body",,
Erika Pe,5,2020-05-03,This product has changed my life so much! The scent is just amazing. It is very hydrating. I would improve this product by making it long lasting. It is very smooth perfect for sensitive skin! I would totally recommend it!,,
Samanth Al,5,2020-05-03,dove lotion is some of the best lotion i have used. it keeps your skin hudrated and feeling soft. it isn't tacky or sticky after use. and doesn't have a harsh or foul odor. i would reccomend you have sensitive skin.,,
Shobica S,4,2020-05-03,"Love this. It was moisturizing, had a pleasant and nice scent and it was worth the price I paid for. Would recommend.",,
Evelina L.,3,2020-05-03,I wanted to love this product but didn’t. It felt great on the skin at first but didn’t leave me hydrated for very long. I also don’t love the smell.,,
Sydney Gr,4,2020-05-03,The lotion is nice and works well for my sensitive skin. It doesn’t give me an allergic reaction but it leaves the skin feeling a little oily. Besides that it’s good!!,,
Kayla Oh,2,2020-05-03,"This lotion is not super hydrating. It is light weight and is not sticky, but does not leave skin feeling hydrated. Improving the hydrating would be helpful. The lotion is a good value. I would not purchase again unless I was in a pinch.",,
Blessing Ay,5,2020-05-03,It lasts along time dove is the way to go for sensitive skin all I have is dove products the best thing that has happened to me,,
Jenna Fi,5,2020-05-03,Everything makes my skin break out but the Dove Body Lotion for Sensitive Skin does not. It leaves my skin clear without feeling sticky and no bad smell. It’s long lasting and I’ve seen a difference in my skin.,,
Morgan Br,5,2020-05-03,I use this every day because I like the gentleness and the soap and I like dove brand. Some of the other body washes have too strong of smells and I get worried they have to many chemicals. This one I recommend.,,
Maria Ib,5,2020-05-02,It’s keeps your body moisturize. When I use this product I don’t have to worry with my skin getting dry easily.,,
Adi Se,5,2020-05-02,"Dove is always a great brand and the fact that they make body washes , bar soaps, lotions, shampoos and conditioners is great ! I love using the same brand when I’m using the lotion, I have to use the soaps and shampoos and everything dove! It helps my skin feel good all day. It helps my eczema a lot ! My skin is very delicate so if I use a lotion that’s not good for my skin i break out and my skin gets irritated and dry. Dove is one of many that has always been great on my skin and help take care of all my skin problems.",,
Bailey Ma,2,2020-05-02,left my skin feeling very greasy. didn’t feel as though the product sunk into my skin very well. good option for a cheaper product,,
Layan S,5,2020-05-02,I love this body lotion because it keeps my body soft for a long time and it’s great if you have sensitive skin too!!! I would recommend this product for anyone with sensitive skin like me and smells amazing.,,
(Santa)Ken Fl,5,2020-05-02,My skin is super sensitive. I am diabetic and need a lotion that helps with the severe dryness. This does that and it has a nice smell.,,
Brooke Be,4,2020-05-02,Great lotion! I wish it was a little thicker of a formul a but overall left my skin feeling great and I haven’t had any irritation so far,,
Amber Ba,4,2020-05-02,"As someone who suffers from dry sensitive skin , I’ve found that this lotion doesn’t irritate my skin or leave it feeling itchy after using it. Like many Dove products the scent is really nice and would definitely recommend to sensitive skin prone people.",,
Monaija Wr,4,2020-05-02,Dove Body lotion is amazing and sensitive. I gave it a four-star rating is because I know dove can improve on their product.,,
Elizabeth P.,5,2020-05-02,Super I like this product my whole family used and it’s help our skin a lot. Additionally the cream consistency it’s very good it’s not heavy neither loose or too watertly it’s just perfect.,,
Andrada C.,5,2020-05-02,It îs a very good a verry good product! It haș a good price and a good calitation!!! A recomand it,,
Mel La,3,2020-05-02,"I like this lotion, I think it smells good. Along with smelling good it’s actually moisturizing. It’s a good lotion for after shaving because it really is for sensitive skin. I buy this all the time.",,
Camille B,4,2020-05-02,"I have not had very sensitive skin before. Although, this product has definitely moisturized my skin and I have nothing to complain about it. The sent is also very nice. And I definitely recommend!",,
.,5,2020-05-02,I have sensitive skin and every other lotion would break me out or cause me to itch or feel to thick except this one. It doesn’t feel thick like wax but leaves my skin smooth feeling and I don’t have break outs with it,,
Deziraee Cr,5,2020-05-02,This dove body lotion I used for my kids after there baths. It makes there skin so soft and it smells great at the same time. I always try and to get behind there ears bc kids get really dry behind there ears. It has helped to keep there ears and everywhere else dry free,,
Aliyah Mu,5,2020-05-02,It leaves your skin very soft and it smells great. It’s good for sensitive or gentle skin,,
Shea Mo,5,2020-05-01,This protects help to retain moisture in my skin helping to defeat eczema which can get really bad. This product does not irritate my skin.,,
Milica Ni,4,2020-05-01,"I don’t really have that sensitive skin, but I wanted to try it, cause I really love Dove products. And it is really nice, I used it for my elbows especially. Smells amazing.",,
Amanda El,4,2020-05-01,For my sensitive skin I use from time to time this body lotion which I like alot and it smells really good too,,
Apsana Ra,5,2020-05-01,This dove body lotion is magical! It’s give you that silky and glory finish after use. It really hydrates you’re skin and makes it real soft. I love this product so much. I definitely recommend this to y’all. Y’all need to use this! [product:dove-body-lotion-for-sensitive-skin],,
Sara Čo,3,2020-05-01,"It’s okay, but just a short term relief for dry skin, nothing special.. And not a very good combination of ingredients, like fragrance, very toxic.",,
Karen Ga,5,2020-05-01,"Smells delicious, and it’s perfect for sensitive skin, last the whole day, and dries fast",,
Katie St,4,2020-05-01,"Lovely formula, doesn’t make you feel greasy at all. It has a nice fragrance to it that’s not to overpowering but strong enough to smell",,
Andreea Zo,3,2020-05-01,"I still found it a little bit to harsh for my skins, and after a few day using it I had a rash.",,
Anjali Go,4,2020-05-01,"In love with this lotion, It leaves my skin so soft and moisturize. I totally recommend this to anyone with dry or sensitive skin!",,
Anette Gu,3,2020-05-01,"An okay body lotion, it get’s the job done but it’s not my favorite. It doesn’t really have a scent to it, and the consistency is a little too thin for my dry skin",,
Italia Ah,5,2020-05-01,"I have sensitive skin, I can’t use any product but this is amazing! The scent is a neutral smelling scent and so nice to use at any time of day and serves great purpose and safely to sensitive skinned people!",,
Haidy He,5,2020-05-01,Very good lotion keeps the skin very soft I always apply after the shower and smell also good,,
Jasmine D.,5,2020-05-01,Hey so. This product is just amazing to use and. I would like to recommend this to all,,
Zae Ja,5,2020-05-01,"I love this lotion, the smell is so dreamy and devine and makes skin feel smooth and well hydrated. I love this product and I'd recommend it to anybody who has dry skin or sensitive skin because this lotion is so gentle and delicate on skin.",,
Alondra Go,5,2020-05-01,I love dove products they smell so good and use them daily. I would continue to use dove in my daily routine,,
Kelly Z.,3,2020-05-01,A little to oily for my liking. Smells good! A little is actually a lot with this lotion,,
Alyssa Lo,5,2020-05-01,"I personally have very sensitive skin, this Dove lotion is very gentle on my skin and leaves my skin feeling amazing! With no greasy feeling!",,
Desiree Co,5,2020-05-01,I love this lotion i have really sensitive skin and a little be of eczema so it maintains my skin really hydrated i used the soap to ilove dove,,
Cristina S.,5,2020-05-01,This is an amazing product because it has no fragrance. And my skin is supersensitive and this had no reaction on my skin I really recommend it for people that sensitive skin like me￼,,
Nicoll Be,5,2020-05-01,Is a great product to keep your sling hydrate specially if you have sensitive skin like me I love it.,,
Kelsey Br,5,2020-04-30,I have very sensitive and dry skin every product I have tried never works for me I just end up breaking out in a rash and become very itchy but with this dove lotion my body is soft and nourish I never have a problem with this products do it’s the only product I use I love it and would definitely recommend it to anyone with sensitive skin,,
Kayla H.,5,2020-04-30,Dove is great all around. Their products are very creamy but very plain and simple therefore they are wonderful for sensitive skin.,,
Fiona An,3,2020-04-30,"This lotion sinks in very fast which is nice, but I realized the reason it does this is because it contains alcohol, which dries the water faster. Alcohol also dries your skin though, so I can’t understand why this would be in this moisturizer! Apart from that, this lotion is gentle, though I didn’t find it kept my skin moisturized well for long.",,
Victoria K.,5,2020-04-30,All dove sensitive products are really great and have helped a lot I have really sensitive skin and this has helped a lot it moisturizes the skin without causing me to break out from it or have a reaction so therefore I would definitely buy it again,,
Ali Gi,5,2020-04-30,This is my daily body wash. I have exama and easily irritated skin but this product does not irritate my skin and actually helps with my exema. It is very soothing to my skin and makes my skin soft. I recommend it to my grandma and she loves the product as well.,,
Yulissa Ca,5,2020-04-29,The smell is there for a long time and it’s really good for parched skin and all of that,,
Gina M.,3,2020-04-29,"This lotion is definitely safe for sensitive skin, but unfortunately it did not keep my skin hydrated for longer than a few hours.",,
Chloe W,4,2020-04-29,"I use this when my skin is especially dry, usually in the winter and when the seasons change. It goes on a bit heavy, but once the lotion soaks in you can barely tell it’s there. I would recommend to anyone who has dry skin!",,
Kayleigh Ra,5,2020-04-28,I have super sensitive skin so I struggle to find washing lotions that don’t cause me to flair up. This Dove product is amazing! It’s super gentle but so affective and if you have sensitive skin this is an absolute must for you bathroom,,
Sian S.,5,2020-04-28,I have dry sensitive skin and this product is perfect for that leaves my skin feeling so soft,,
Nina Lo,5,2020-04-28,"Dove Sensitive Skin Body Lotion is free of fragrance and dyes for soothed, soft, beautiful skin✨✨. nourishing oil and rich hydrating cream in a fast absorbing lotion. The non-irritating formula works instantly to minimize dry, sensitive skin, leaving it soothed, soft, and beautiful.💜💜",,
Jessica Wa,5,2020-04-28,I have very sensitive skin and so far using this has done wonders for my knees and elbows and even feet. I recommend this for others like me.,,
OBF S,5,2020-04-27,"Good body lotion better than bath and body works, this smells good and hydrated your skin for hours without feeling sticky and half the price. I would buy this over other fancy creams any day. Would recommend to everyone to try out.",,
Tia Mi,5,2020-04-27,Left my skin feeling nourished and soft. Helps on those especially dry days. And as someone with sensitive skin I know it can be hard to find a product that works well however this one causes no irritation and soaks in to the skin leaving no residue,,
Hailey Ru,4,2020-04-27,Works well. Not my favorite. It works for most of the time but it’s not long term I like it to be more over and not go away to help my skin more.,,
Taylor Ja,4,2020-04-27,"I love Dove products, my whole family uses them and it’s great for me because I have sensitive skin.",,
Nachelle Sp,5,2020-04-26,Cleaned my body without leaving a residue. Nice lather and can use on my sensitive skin without issue. I feel I always get a great clean and moisturizer after each use. I use daily and always have good results.,,
Hannah Is,5,2020-04-26,I love the fact that it makes my skin smell amazing without irritating it. It also doesn’t dry my skin out like a lot of other sensitive skin body washes do.,,
Dorry He,5,2020-04-25,I liked this product because it was very smooth and easily spread on my skin and wasn’t heavy on my skin at all.,,
Shy Al,5,2020-04-25,Dove lotion is the brand that we can trust to gently cleanse and moisturize our super sensitive skin. And if you love soft skin you will love this !! Makes my legs feel brand new and softer than ever before !!!,,
Christian Ra,5,2020-04-24,Great lotion. I love that it’s in a bottle and i love how quick it absorbs into the skin. It’s super easy to use and is effective as well.,,
