username,rating,date,review_text,pros,cons
Hadise M.,5,2024-06-02,"After first used,I noticed that the lotion has a smooth, creamy texture, fragrance-free and hydrated my skin.great for sensitive skin. Not pricy",,
Allie Lo,5,2024-06-02,I use this every single day of my life. It’s light and so gentle on your skin. I have sensitive skin and it’s great for it. Even when I’ve tried other products for my face nothing works as well.,,
Hillary Fe,5,2024-06-01,"Con una textura ligera es impresionante, me encanta que me hidrata con solo un poquito, un holor neutro, los ingredientes estan perfectos y absorbe rápido!!",,
Dani G.,5,2024-05-31,"I've been using CeraVe Moisturizing Lotion for a few months now, and it has become a staple in my skincare routine. Here's why: Pros: Super Hydrating: Thanks to hyaluronic acid and ceramides, my skin feels incredibly moisturized all day. Gentle: It's fragrance-free and non-irritating, perfect for my sensitive skin. Non-Greasy: It absorbs well without leaving a greasy residue, suitable for oily skin. Overall, CeraVe Moisturizing Lotion is a fantastic, affordable option for anyone needing reliable hydration and skin barrier support. I highly recommend it!",,
Maddy Pe,5,2024-05-30,This is a great moisturizing lotion that I use at night or when it have some dry skin. The scent is good and the packaging is fine. The texture is just like lotion.,,
Kemi B,5,2024-05-30,This is such a great moisturizer!!! So moisturizing and it didn’t have a strong scent either!! The packaging is perfect and you can lock it by turning it if you are on the go!!,,
Eman H.,5,2024-05-29,"I put this bottle in a handy place for everyone family members, we all use it even the kids before we go out , after washing the dishes” a must” , very effective and lovely texture with almost no scent.",,
Zarah Ha,5,2024-05-29,Such a good moisturiser leaves my skin so soft and refreshed helps restore the protective skin barrier and u can use on face and body and I love this moisturiser so much I will be buying again!,,
Mia Br,5,2024-05-29,"This cerave cream is very nice and moisturising and is very good for dry skin, it has worked very well with moisturising my skin and is carry gentle I would definitely recommend it",,
Amiah Ma,3,2024-05-29,This product is amazing especially with people with dry skin or eczema. The texture is creamy but not to thick and not to thin and leaves your skin feeling glowy and soft instead of sticky. This product doesn’t smell bad but not good but that’s a good thing because your face doesn’t need fragrance.,,
Nidhi Ga,5,2024-05-28,Super moisturizing and hydrating there’s no scent so it’s perfect for acne prone skin and the texture is super smooth and the packaging is easy to use.,,
Jacqueline A.,5,2024-05-28,Love the product! Feels great on body and perfect for sensitive skin! Does not have a smell and goes on smooth after the shower! A little bit goes a long way!,,
Want Pr,5,2024-05-27,OMG the BEST moisturizer it is so hydrating on skin and affordable I love it I use it every single day and the packaging is so cute I am definitely obsessed💗,,
Fay W.,4,2024-05-25,It keeps my dry face hydrated in the morning and night. It gets rid of flaky skin and leaves your face glowing and dewy. It has no scent and also works for my body too.,,
Maggie Jo V.,5,2024-05-22,I really like this lotion! It leaves my skin feeling soft and looking healthy. I like that I has no strong scents and a simple ingredient list. It is my go to lotion!,,
Morgan St,5,2024-05-22,This is my favorite moisturizer. My dermatologist recommended it to me and I haven’t used anything else since. It is a light moisturizer that keeps my face moisturized without causing any break-outs. There is no scent to this product!,,
Kadeejah B.,5,2024-05-22,"The Perfect Lotion For Dry Sky , Doesn’t leave a sticky feeling . Nice and smooth and has no scent which is perfect for sensitive skin . It works amazing",,
Makaylah Sp,5,2024-05-19,"It’s really good for oily skin or just for the summer, since it’s lightweight. The price for it is really good for the size and how much is in there.",,
Adrienne A.,5,2024-05-18,I love that this is lightweight and feels great on my face! I don’t feel oily throughout the day and it helps keep my skin moisturized. Bonus points that it isn’t scented for my sensitive skin!,,
Kathryn P.,3,2024-05-16,"I’m honestly not the biggest fan of this lotion. It’s ok, but I think it’s actually better suited for normal to oily skin than to dry skin. I just don’t find it super moisturizing at all. It doesn’t make things worse, and I’m glad it’s fragrance free, but I don’t see much benefit from it. It’s a relatively thin formula, akin to a gel moisturizer. I prefer something heavier so I can feel results.",,
Dia Ca,5,2024-05-15,The ingredients of this is all clean and amazing. The texture feels silky and soft and amazing on skin doesn’t have much sense but doesn’t smell bad.,,
Lexy Pa,5,2024-05-15,"CereVe Daily Moisturizing Lotion provides gentle, yet effective products that provides an amazing finish. With very helpful packaging it provides a clean way to carry out your skincare. JUST AWESOME.",,
Danique V.,5,2024-05-15,"my favourite moisturiser ever!! i have been using this lotion for a few years now and always find myself re-purchasing as soon as i’ve ran out. It works so well for my skin as it really helps to clear up any spots and marks. It’s easy to apply, feels soft on the skin and doesn’t feel sticky at all.",,
Lily Hw,5,2024-05-12,"One of my favorites, I’ve gone through so many bottles of these. It was super moisturizing and light weight. I apply it right after showering and after my skincare, my skin feels great afterwards. It doesn’t take long to dry and it feels like nothing, which is my biggest thing. I’ve tried different moisturizers that felt thick and have always gone back to this!",,
Kaitlyn Fl,5,2024-05-09,"CeraVe Daily Moisturizing Lotion is a dermatologist-recommended skincare essential that provides long-lasting hydration and replenishes the skin's natural protective barrier. Formulated with essential ceramides and hyaluronic acid, it helps to retain moisture and restore the skin's moisture balance, leaving it soft, smooth, and nourished. Its non-greasy, fast-absorbing formula makes it suitable for all skin types, including sensitive skin. Whether used on its own or as part of a skincare routine, CeraVe Daily Moisturizing Lotion delivers reliable hydration and comfort for healthy-looking skin every day.",,
Joseph M.,5,2024-05-09,I can honestly say I love this product and use it daily! The moisturizer and the ingredients in this just seem very high quality and has never left me dry or disappointed. The packaging is just very simple and no frills which I actually like a lot. This is also unscented so I never feel like it will clash with my fragrances or my normal body chemistry. Overall I would recommend this to anyone wanting smoother and softer skin. This is such a great value and it's good for people of all ages and skin types. Such a terrific product that has stood the test of time. The best tool you can have in your pursuit of skin perfection!,,
Jozi -B,2,2024-05-08,"This product is definitely not for oily/combo skin. It made me breakout, and it’s a more heavy formula than the cetaphil!! It also always left my skin feeling oily so i had to switch to Cetaphil!!",,
Humble Qu,5,2024-05-08,This one time I had a chemical burn from a product I was using to do my nails at home. I used it to soothe the area and within minutes of applying it did just got.￼,,
Asmaa A.,4,2024-05-08,It is fragrance free and absorbs well in my skin. I use it after showering on moist skin and it instantly moisturizes my hands and legs. Goes well with the cerave facewash.,,
Keysi Dí,5,2024-05-05,This product it’s good for normal and dry skin because it gives your skin a smooth texture and look and it hydrates your skin.The packaging of this product it’s supper normal but helpful to use.This cream is not as good as other I have tried but for its price is good.,,
Amina H.,5,2024-05-03,Cette crème est géniale autant pour le corps que pour le visage elle est légère sèche vite et laisse la peau douce et hydratée. Cela fais maintenant 4 ans que je l’utilise mon indispensable!,,
Cayo Fi,4,2024-05-02,"muito bom! ele deixa a pele muito macia, tb seca rápido e vale muito a pena apesar de caro, mas também sempre da pra achar uma promoção dele. recomendo muito ele è um hidratante muito bom que faz tudo que propõe",,
Lamyya L.,4,2024-05-02,"The ingredients are safe for skin, the texture is light and does not fill the pours. The effects of this moisturizer had left me in no shame. The packaging makes it easy to distribute the perfect amount you need leaving your skin smelling beautiful.",,
Logan Ko,5,2024-05-01,"My go to moisturizer. Packaged great. Very effecting, haven't had dry skin since i started using it. No strong scent. Water based ingredients, and no harsh chemicals.",,
Bri B.,4,2024-04-30,The moisturizer is good for my dry skin but also sometimes I need to go in with another moisturizer to not leave my skin super dry. There is no scent and the ingredients are good for your skin.,,
Maura Y.,4,2024-04-29,This is alright there’s are plenty moisturizers just like this one. It works but nothing special so I don’t know if I would buy again but it’s nice,,
Brettani Go,5,2024-04-29,"Great lotion, lightweight, the scent is light and fresh. The lotion does have a moisturizing affect, however it does leave an oily substance on the area applied. I haven’t really look at the ingredients, but it’s a good lotion for the winter.",,
Mackenzie Ar,5,2024-04-29,"I’ve tried many moisturizers and I always come back to this one. It’s lightweight, smooth, and doesn’t make my face greasy like other moisturizers do. It’s clean and super hydrating. I like how it has a pump as well.",,
Keira Fl,5,2024-04-27,"The ingredients of this product are very efficient on my skin and I do not break out at all. The texture is soft and lightweight, and leaves my skin feeling sooth.",,
Zainab Fa,5,2024-04-27,"CeraVe Daily Moisturizing Lotion is a fantastic option for everyday hydration. Its blend of ceramides and hyaluronic acid helps to replenish and retain the skin's natural moisture barrier, keeping it soft and smooth throughout the day. Plus, it's non-greasy and fragrance-free, making it suitable for all skin types, even sensitive skin. Overall, it's a reliable choice for maintaining healthy, hydrated skin.",,
DE Ta,5,2024-04-27,Wonderful lightweight moisture. Does the job while absorbing completely. Never greasy or sticky. Fragrance free so it doesn't compete with your fave perfume and can be used absolutely anywhere including the face!,,
Mel Fi,5,2024-04-26,"I have been using CeraVe Daily Moisturizing lotion for the last year or so as my first step in hydration every single day. It smoothes on with no sticky residue or white cast. There’s no detectable smell and one pump of the bottle is sufficient for my whole face. I added a video without any editing or filters. For reference, I am in my 40s 😊🌸",,
Lilyanna Bo,5,2024-04-25,I love this moisturizer. I only use this. It my makes skin feel amazing. So refreshed and soft. I totally recommend. Me and my brother share one. We both love it.,,
Helena E.,5,2024-04-25,"Jag gillar denna hudkräm då den är lugnande, mjukgörande och helt enkelt gör under för huden. Jag har använt denna på torr hud och irriterad hud och resultaten blir alltid lika bra. Huden känns lugnande och rodnader blir mindre synligt. En räddare i nöden helt enkelt och riktigt bra även att ha under sminket för att huden ska vara återfuktad och må bra under allt smink.",,
Trish N.,4,2024-04-25,Lightweight and moisturizing! It doesn’t feel sticky. I use this in the summer and use the cream in the winter for my super dry skin. I would recommend this lotion. I like that it’s affordable too.,,
Atfaka Z.,5,2024-04-25,This is the only moisturizer i use. Very great texture and smooth. Face stays moisturized throughout the day.it doesnt have a scent to it.Has 3 essentials ceramides and hyaluronic acid in it.,,
Autumn Dawn Ca,5,2024-04-24,"I have used this product for two years now and have seen a big difference in my skin! I’m usually very dry and flaky, but when using this with other CerVe products I am glowing! There’s no scent and you can’t beat the price.",,
Helen P.,5,2024-04-23,"My favorite lotion! Texture isn’t greasy, lightweight on the skin! Scent isn’t strong due to the non heavy ingredients. Perfect size bottle & shape to leave on the counter.",,
Summer Wi,5,2024-04-23,This product has worked so well for moisturizing my face. The container is perfect size and the texture is not too runny. There is not a strong scent and it retains my skins natural moisture.,,
Mackenzie Su,5,2024-04-23,I love this product I use it everyday and it helps my skin so much. There is no sent wich I love. It is also a very smooth texture and is a very effective product. I also love the consistency of the packaging.,,
Floppy S.,4,2024-04-22,This lotion is great to use after washing your hands. It makes your hands smooth. There’s no scent. There’s a clean and richness smell to the lotion. The pump makes it easy to use.,,
Eva Pe,4,2024-04-22,"I have been using this for quite some time now, and I must say it did wonders for my skin! While it cleared out my acne, it also hydrated ny skin sooo much! It is super lightweight and feels really smooth on the skin! Recommend!!",,
Jorge Ta,5,2024-04-21,La textura es cremosa es muy buena te ideará la piel te ayuda con sequedad de la piel ayuda a tu piel mí efectividad no huele a nada y es muy buena muy recomendable,,
Amy Ma,5,2024-04-21,I suffer dry skin coming into the cooler weather and this product has truly saved my skin! It has made my skin so soft and hydrated! I am so happy to have found this product.,,
Busesu S.,5,2024-04-20,My go to moisturizer! I always purchase it no matter what it’s just so soft and smooth. Doesn’t have smell so fragrance free which I love. I don’t think it enough for face but body it’s amazing.,,
Chevelle S.,5,2024-04-19,A very light weight and non greasy moisturiser. My face feels instantly softer after using this product. Hyaluronic acid instantly plumps my skin leaving my face looking hydrated and healthy. The pump delivers the perfect amount.,,
Paola V.,5,2024-04-18,The best lotion for my face it feel so good in the face and leave my face all the day very soft and the best is it’s is affordable for you pocket. I highly recommend this product,,
Emily Ta,5,2024-04-18,Love this product. I use it everyday after the rest of my skincare routine. Very lightweight so once it dries it doesn’t make my skin feel oily at all,,
Raquel F.,5,2024-04-18,"The best moisturiser i have used, have been using it for the past year and the way it has left my skin feeling well moisturised and clear. Also love the texture of it has it isn’t too thick.",,
Consuelo M.,5,2024-04-17,"La loción hidratante diaria de CeraVe es conocida por su fórmula ligera pero efectiva que ayuda a hidratar y proteger la piel durante todo el día. Contiene ceramidas, ácido hialurónico y niacinamida, ingredientes que trabajan juntos para fortalecer la barrera cutánea y mantener la piel suave y saludable. Es ideal para todo tipo de piel, incluyendo la piel sensible, y es una excelente opción para incluir en tu rutina diaria de cuidado de la piel. Yo la uso diariamente porque me hace un efecto a piel muy buena dejándome sentirla fresca suave hidratada y saludable, su envase es muy cómodo y bonito, le recomiendo que la prueben.",,
Kaelen Fe,4,2024-04-15,it smells almost like nothing. I think it is the perfect mix between liquid and cream texture. it works well and lasts a long time. the packaging has a pretty blue and their signature CeraVe logo.,,
Shreya B.,5,2024-04-15,"I use it everyday after shower and during the day as needed on hands. Very light, restores natural skin moisture, not heavy and greasy like other lotions.",,
,5,2024-04-13,"This is the best moisturizer i’ve used. It is super light weight and great for normal, combo and oily skin. It last me a while and is super cheap compared to other moisturizer",,
Alexa De,5,2024-04-12,"The ingredient are very bad, but oh well, this helps my skin lol! The scent, honestly smells like nothing. Packaging is very basic. And the texture is water based!",,
Sage Gr,4,2024-04-11,Cerave is a great brand but I wouldn’t recommend this moisturizer for dry skin. It is very light weight which could be great for some skin types! But I think it is quite pricey for not being that effective and on the packaging it even says it’s for dry skin but it doesn’t fully moisturize my face. I would recommend bubble if in this incase your looking for a different choice! Thank you cervave. you’re still a great brand but maybe a bit pricey for what you get! And it has a bit of a Strange sent. But thankfully it is Subtle￼.￼,,
Fourela D.,5,2024-04-11,I love cerave moisturizer so much it keeps my face and body moisturize. do not irritate or gives me bumps. Is good for any skin type and I definitely recommend for everybody to try at least once in there life time,,
Isabelle Es,5,2024-04-10,I started using this lotion in college 4 years ago and I'm so glad I did. My skin is super sensitive and became dry after puberty. This lotion is pleasant but doesn't smell strong. It's smooth and a little watery so a little goes a long way. I use it after ever shower and before bed at night.,,
Carolyn O.,5,2024-04-09,"I use this daily and it's a great, non-greasy lotion to use. It is scent free so it's not overpowering or distracting at all. Packaging is very neat and it does not spill or break.",,
Lasha Ja,5,2024-04-09,"The structure of the product is very pleasant, and it does not contain perfume, which may be problematic for some users. Effectively moisturizes the skin.",,
Amber N.,5,2024-04-09,"My husband and I use it every day, morning and night. Very soft and smooth for my skin, before applying sunscreen. Helps my skin fully moisturize and the price is extremely ok!",,
Isabella Ma,5,2024-04-09,I WILL always repurchase this moisturiser is helps my dry skin soo smooth. Its very cheap considering how much is inside the product. Fragrance free and easy packaging.,,
Jada Mi,5,2024-04-07,"Helps cures the dryness of my skin after wash, and is so smooth and effective. Would recommend for person with dry skin. The scent is great and also the bottle is secure and won’t cause leakage after using",,
Vanessa Ma,2,2024-04-06,broke out my oily sensitive skin and contains pore cloggers but claims it doesn’t on the bottle sad bc i bought the value size and can’t even use it now .made my skin feel moisturized but gave me breakouts,,
May Ob,3,2024-04-06,"It’s a decent moisturizer from the drugstore. It’s definitely more of a moisturizing emollient that would be good for dry skin, especially paired with a serum or for normal skin types during the winter. It isn’t naturally as hydrating as one would expect and doesn’t absorb as well as some other moisturizers into the skin. It will also likely pull in a longer routine",,
Hanaa Sa,4,2024-04-06,Love it so much. So smoothly on the skin and makes it feel so moisturized. It’s also super lightweight so it’s not gonna make your skin oily or “shiny” just soft and moisturizing,,
Ash Am,4,2024-04-06,My everyday moisturizer! Good for dry skin and actually moisturizing instead of just lathering product on your skin. Soaks up into my face quickly.,,
Emma Fl,5,2024-04-05,CereVe Daily Moisturizer is the perfect lotion for every day use. It’s great for sensitive skin and it is super lightweight. Definitely my favourite skincare product.,,
Gabby Sk,5,2024-04-04,"This moisturizer is so moisturizing and great for sensitive skin it really helps my skin when it's stressed, it's my favorite moisturizer ever I love the formula!",,
Cristal Ca,5,2024-04-04,"Me encanta! soy de piel grasa y seca a la vez, lo use y me hidrata sin dejar sensación grasosa, es super ligera pero hidrata completamente. Es de mis cremas favoritas y la sigo usando",,
Sophia B.,5,2024-04-04,"I recently tried the CeraVe Moisturizing Lotion, and I have to say, it's fantastic. It provides long-lasting hydration without clogging pores, which is a big win for me. I love that it's enriched with ceramides and hyaluronic acid, ingredients that really help to nourish and protect the skin. Plus, the lightweight texture feels great and doesn't leave my skin feeling greasy at all. Overall, I highly recommend it, especially if you have skin like mine.",,
Samantha M.,5,2024-04-04,I’ve been using this product for years and it is my holy Grail. I love how lightweight the lotion is and how moisturized it makes my face feel after using it.,,
Mia Mo,5,2024-04-04,such an amazing daily moisturizer. this moisturizer keep my skin from giving dry and it is also very breakout free. I think that is such a clean product and very good,,
Maria Ma,5,2024-04-04,"It does not have a Scent, it's really hydrating. I like the packaging. The texture is really soft. If you're really good in your skin I use it everyday. The ingredients are safe.",,
Parmjot Ka,5,2024-04-03,It’s fragrance free and it gives my skin even texture and makes my skin smooth overnight. It has great visible effects within 2-3 weeks. And it’s very lightweight moisturiser,,
Hannah Ak,5,2024-04-03,My holy grail I use this everyday day it keeps my skin moisturized and clean. I just don’t know how I was living without this. It also smells so good I’ve had mine for about a month. Cute packaging too,,
Whitney Pu,5,2024-04-02,"I use this daily, and while the texture is a little oily for my liking, it’s effective. My skin is super dry, and this helps keep it moist for a significant amount of time.",,
Shiyua Sa,5,2024-04-02,"I love this product, and the quality is magnificent. The texture of this product is very good, and the packaging is very travel size. It effectiveness is great l. It has no scent.",,
Claire Vo,4,2024-04-01,"I love this moisturizer, doesn’t make me breakout and is good as a whole body lotion! Perfect for any sensitive skin types! Very hydrating and soothing!",,
Monica Cl,5,2024-04-01,My daily moisturizer. I use it twice a day. Doesn’t clog my pores and does the job. Can layer along with other products without worrying about pilling. Comes in different sizes based on your needs.,,
Leah M.,5,2024-03-31,This is my go too moisturiser for sure! I love the light weightness of it and how soft it makes my skin feel. No harsh ingredients and neutral scent. Nice informative packaging. Good for normal skin type.,,
Julia St,4,2024-03-31,Used this after using the cleanser. Really good dosnet break you out. The packaging is really good and effective really easy to pump out. The texture of the product is a just like a moisturises really light weight and feels hydrating after putting this on. Dosent have a scent but that’s good for me.,,
Aleena B,4,2024-03-31,"Cerave is really the best skincare line ever. I bought this cream in winter and it saved my skin and turned it from dry to soft, plump and moisturised. It has a nice feeling when rubbed into ur skin and leave sit glowing. It’s affordable and amazing . 100% recommend",,
Marta C.,5,2024-03-29,Un buen producto con varias cerámidas en sus ingredientes que aportan beneficios a nuestra piel. La textura me gusta mucho y su absorción es fácil. Me gusta el packaging y que lleve pam. Tiene una buena relación calidad precio.,,
Gabrielle Lo,4,2024-03-29,"CeraVe Daily Moisturizing Lotion boasts a lightweight texture and fragrance-free formula, perfect for sensitive skin. While it hydrates, the moisturizer leaves skin feeling somewhat hydrated but not fully moisturized. Ideal for those seeking a non-greasy option, though additional hydration may be needed for drier skin types.",,
Sam M.,5,2024-03-28,"This moisturizer is great for the face and the whole body. You won’t need any other lotion, unless you want some thing a little bit thicker after applying on my skin and rubbing it in, I notably see a difference that my skin looks more plump than it did seconds ago.",,
Miqueo Lo,5,2024-03-28,"My favorite face lotion ever ! I love how it has no fragrance , the texture is thin which I also like because when a face lotion is too thick it just makes my face feel like I have to much on it.",,
Alyanis Pa,5,2024-03-28,Es demasiado buenoo. Deja tu piel hidratada y no se cuarte después de los productos aplicados. Su textura es muy ligera. Te puedes aplicar poco producto y eso resuelve para toda la cara. Ya que es muy ligera su fórmula.,,
Nico I.,5,2024-03-27,"This has been my go-to daily moisturizer for years. My skin is sensitive and it never breaks me out, it’s unscented and definitely a brand I can trust!",,
Jeyda Tu,5,2024-03-26,"LOVE THIS,helped me with my sensitive dry skin.and doesn’t have any scent so my face doesn’t react to it.get a lot of product for not a lot of money.",,
Tess Jo,5,2024-03-26,I love this product great to skin and the texture is so smoothing and it’s kinda light weight it’s so great would repurchase again and it’s quite cheap 💕🧴,,
Claire Ad,4,2024-03-26,Lovely thick lotion that doesn’t leave you feeling oily. I’ve noticed that it only took a few days for my skin to feel hydrated and soft after including this product in my routine. The scent isn’t perfume-y or over powering and is great for sensitive skin types.,,
Devin C.,5,2024-03-26,I didn’t wear moisturizer for so long because I thought all of it just irritated my skin. Tried this on a whim and haven’t stopped using it since. I have very sensitive skin that will break out if it even senses that I’m putting something on it. This stuff is great at moisturizing my skin but also not irritating it. The large pump bottle will last forever if you’re using it just for your face and neck.,,
Claire Le,5,2024-03-25,"This is my absolute favorite moisturizer. I have very sensitive skin and all of the other moisturizers I had been using left this awkward white cast. T This moisturizer goes on clear, and it feels very lightweight. I layer my favorite spf over it and I look glowy all morning. I fully believe this helped me clear up my skin as well.",,
Mariela Re,5,2024-03-24,"One of my favorite creams! It’s so moisturizing and doesn’t have a scent which is a plus! I have sensitive skin but this is so amazing, and affordable!",,
Lily Br,5,2024-03-23,Very nice on my skin locks and moisture and keeps my skin hydrated. Packaging is very nice very cheap and affordable and smells like a lotion. Good at night and morning. ￼,,
,5,2024-03-23,"The CeraVe definitely moisturizes the skin deeply with glycerin as its main ingredient. Glycerin is a fantastic humectant and is generally hypoallergenic, which makes it great for sensitive skin. What’s lovely about the CeraVe Daily Moisturizing Lotion is that they’ve made the formula quite lightweight! It’s smack in the middle between a gel and a lotion.",,
Tommie Da,5,2024-03-23,Been using this product for years! Extremely effective. Texture similar to sunscreen. Minimalistic packaging. Literally no scent. Will be buying again!,,
Andrew C.,5,2024-03-17,"Although it doesn't say, I use this on my face everyday and it keeps it moisturized even though my face is dry. It is also scent less so you won't constantly smell it.",,
Renny So,5,2024-03-16,This CeraVe moisturising cream is amazing! It contains natural ceramides that are essential to protecting your skin’s protective barrier. The smell also is natural and it is fragrance free.,,
Gabby Al,4,2024-03-15,"It makes my skin smooth but it made me breakout once a while and it clogs my pores most of the time, it has no scent and it’s so smooth on the skin, it has been lasting me for months.",,
Maryna Da,5,2024-03-14,"Great lotion for sensitive skin. Not flashy, no scent, no gimmicks- but does a great job at what it is meant to do without causing irritation or breakouts. Solid choice.",,
Nicole Ba,5,2024-03-14,The ingredients are perfect for my skin I normally have dry skin but this makes my skin soft and smooth and again the packaging is perfect for me because it is pumped out and not squeezed out,,
Rachael C.,5,2024-03-14,Love this moisturising Cream it’s good for dry dry skin this is the only one I use now I will be buying this product from now on excellent for my skin,,
Trinh Ng,5,2024-03-14,The product helps soften the skin beautifully. Best choice when your skin is itchy due to lack of moisture. Use before going to bed to get soft skin the next day.,,
Naomi C,5,2024-03-14,"My dermatologist recommended this for me for my eczema, and it works wonderfully. It is unscented . We all love the lotion that has a wonderful fragrance . ￼However, if you have any skincare issues this will benefit you more than a scented product. I use it every day. I am impressed. ￼",,
Seleste Gu,5,2024-03-13,"CeraVe Daily Moisturizing Lotion is a nightly essential for me. It leaves my skin feeling incredibly smooth and hydrated without any greasiness. Its non-comedogenic formula ensures it's suitable for all skin types, and it's become a must-have in my skincare routine.",,
Mohamed Saadat K.,4,2024-03-12,"I used to use this a few years ago and stopped after a while. Recently, I got a sample of it and it appears this might have been reformulated. The scent is decent & it moisturizes the skin pretty well for a dry winter day! I’d recommend this for anyone who want to moisturize their skin",,
Peggy H.,4,2024-03-12,"Great lotion for sensitive skin. Not flashy, no scent, no gimmicks- but does a great job at what it is meant to do without causing irritation or breakouts. Solid choice.",,
Angelica B.,5,2024-03-11,I like using Cerave products because I have sensitive skin. This cream works wonders for me. I like to use it in my hands and face. It keeps them soft and hydrated. I also like that is doesn’t have smell and the package presentation.,,
Séverine S.,5,2024-03-11,Le packaging est simple mais efficace ! Le lait hydratant est juste waouh ! Il hydrate bien et ne laisse pas de gras sur la peau ! Je le recommande pour les peaux sèches,,
Alice Gi,5,2024-03-11,This makes my skin feel so smooth and never made it oily. Also super affordable formula with great sensation. I would recommend for teens who don't want to spend a lot on skincare.,,
Jealyne R.,5,2024-03-11,I love this lotion!! i mostly got it so i could have a moisturizer strictly for my face m but you’re able to use this all over your body if you wanted to. I got the 3fl size because i was traveling and it’s a perfect size to get when first trying out the product! Doesn’t have a strong scent and it smells fresh,,
Milana B.,4,2024-03-10,"I didn’t like the scent, everything else is perfect, the texture, absorption and the skin feels so good and smooth. Awesome packaging super easy to use, just the smell…",,
José Ca,5,2024-03-10,"CeraVe Daily Moisturizing Lotion is a fantastic choice for keeping your skin hydrated and moisturized! It's a lightweight and non-greasy formula that absorbs quickly into the skin, leaving it feeling soft and smooth. The lotion is enriched with essential ceramides, which help to restore and maintain the skin's natural protective barrier. Many people find it to be gentle and suitable for all skin types, including sensitive skin. It's also fragrance-free, which is great for those with fragrance sensitivities. Overall, CeraVe Daily Moisturizing Lotion is a reliable and effective option for daily hydration. Your hands will thank you!",,
Laila Ma,5,2024-03-09,I have dry skin and this lotion made my skin SO SOFT. I definitely recommend this moisturizer for dry skin or even just for a little pick me up either way it's the perfect lotion,,
Arianna Mi,5,2024-03-09,It hydrates my skin and there’s no potentially irritating fragrance. The texture is incredibly light. The packaging is user friendly and sanitary.,,
Svetlana K.,5,2024-03-09,"I like the smell, stickiness and absorption of moisturizer. It is quickly absorbed into the skin and does not leave stickiness on the skin, which is very important for me. And it also doesn't leave fat. Great for dry skin. Leaves the skin smooth and moisturized. I also put it on my face. It doesn't smell anything. It is convenient to hold and take the cream. I like its consistency.",,
Airreana Ch,5,2024-03-09,This is the only moisturizer I’ve been using for years. I love how it makes my skin feel and it does not make it feel too oily ￼ but it makes my skin look Dewey. I love that there’s absolutely no scent to the product ￼￼,,
Izzy We,5,2024-03-08,I couldn’t really find a scent in this moisturizer but it helps my skin hydrate this is one of my go-to’s in moisturizer and the texture is amazing super smooth!,,
Indra G.,5,2024-03-06,"I keep coming back to this lotion after trying many other luxe and prestige products. It is not heavy and super moisturizing for daily use. I am not big on fragrance so it is a no brainer for me. On dryer days, I mix it with some oil and wake up super glowy",,
Anh M.,5,2024-03-05,"A lotion is safe to use for all ages , pack with natural ingredients and well absorbed for skin. It does have light powder scent for your reference. Definitely keep your skin moist and soft for a good time , reapply when needed!",,
Kelly B.,5,2024-03-04,"This lotion has been saving my skin from the harsh winter months. Even though it is lightweight, it packs a punch with ceramides and hyaluronic acid which has been protecting my skin barrier from dryness and irritation. I love that it comes with a pump which I can easily get enough of the product onto my hands to apply. It is also fragrance free and non comedogenic.",,
Makarij S.,5,2024-03-04,Thin and light moisturiser but still very nourishing and very effective. It has a very soothing texture and while it doesn't contain a fragrance (for quality and safety) it still has a pleasant scent. The packaging is great too. It's for almost every skin type and you cannot go wrong with this moisturiser. Highly recommend.,,
Ava Mo,4,2024-03-02,"the product doesn’t really have a scent but the texture feels smooth.the ingredients in this product contain hyaluronic acid and it’s oil free.it had an effect for alittle bit but kinda broke me out,but it still kinda worked.",,
Malia Da,5,2024-03-02,I have a history of acne and on my journey to clear skin this lotion was the only one that didn’t break me out so I’ve been hooked since! Very hydrating and simple!,,
Alo D.,5,2024-03-02,"I don't understand the ingredients so I'll leave that to the experts. It smells plain so that is good. It is packaged well, I don't like round bottles. It goes on thick and is pretty effective.",,
Reeda K.,4,2024-03-01,"this product is great but it’s thin and i have found better moisturizers. if you have super dry skin k wouldn’t recommend this product because there are better moisturizers that can be more beneficial for dry skin. However, this product is unscented so it’s great for people that have sensitive skin that reacts to fragrant products. Nice with the face wash and it is a nice daily moisturizer, but I wouldn’t recommend using it during the winter because I wouldn’t say it’s as effective.",,
Penelope M.,5,2024-03-01,This moisturizer is so perfect and light weight! It works great on any skin type but is great for oily skin because its texture is so smooth and lightweight! It doesn’t have a scent so it won’t irritate you! The packaging is very easy to use you just simply pump out!,,
Ivy P.,5,2024-02-29,The ingredients list looks good. It doesn’t contain fragrances. I used it for both face and body. It does a great job keeping my face moisturized. That bottle last me about 3 months.,,
Ava H.,2,2024-02-28,I’ve heard this has worked for others but this product didn’t work for me. I have sensitive skin and this for some reason burned. I do like that it’s fragrance free but it made my skin red.,,
Tien Tr,5,2024-02-28,"10/10 for moisturizing my face and body. Usually use it before wearing fragance. Definitely works, it keep the scent all day long. Really like it!!!",,
Riya S.,5,2024-02-28,"As someone constantly battling dry skin, I've tried countless lotions claiming to be the ultimate solution. However, CeraVe truly stands out from the rest. From its lightweight texture to its impressive hydrating power, it's become my go-to skincare essential. Also I love that it doesn’t have any strong scent.",,
Itzel D.,5,2024-02-28,I use this product every day and I have noticed a big difference. It leaves my face with an incredible texture and a fresh essence. I highly recommend it.,,
