title,rating,date,text,verified,helpful
,5.0,"Reviewed in the United States on September 1, 2024","I bought the MacBook Air M1 two years ago because I was starting my first year as a CS major. I purchased the MacBook with 8GB of RAM and a 256GB hard drive. I've used this laptop for coding, professional video editing with software like Adobe, and daily tasks.

I have to say, I LOVE this laptop. It's lightweight and portable. You can quite literally hold it open or closed with one hand, and it doesn't take up much space. I love the feature where the keyboard lights up, which is especially handy since I consider myself a night owl.

The battery life is AMAZING. I've never worried about overheating with this laptop. I write my code and do video editing on this device, so I'm using it for long periods, and the battery has never been an issue since it can last 6+ hours.

The performance has always been good. The MacBook has a feature where you can have multiple desktops open. I typically have one desktop with all my video editing software and another with all my coding software. I have never experienced lag or delay whatsoever. The movement between different desktops is effortless since there's a keyboard shortcut to switch between them.

The speaker on the MacBook Air is also very good.

My only complaint would be that the camera is horrible. I was honestly shocked at how bad the camera quality is for this laptop, but it wasn’t a feature I was looking for.

I decided this week to switch over to Windows 11 Pro because most of the software I need is found on Windows. I honestly would have just upgraded to the MacBook with the M3 chip if Apple supported the applications I needed. That sucks because I honestly adore Apple products.",True,One person found this helpful
,5.0,"Reviewed in the United States on February 23, 2025",Got this for my son when he went away to college and he loved it. He's had no problems with it over the past couple of years and likes that it integrates with his iphone.,True,0 people found this helpful
,5.0,"Reviewed in the United States on February 22, 2025",Came in a refurbished box that was completely sealed and everything came as it said it would “like new” I am so happy with my purchase and that I haven’t had any problems yet!,True,0 people found this helpful
,5.0,"Reviewed in the United States on March 1, 2025",I bought it for a friend in Ukraine and they were happy to get it and have put it to good use.,True,0 people found this helpful
,5.0,"Reviewed in the United States on February 27, 2025","Using the computer to wright this review. Easy to use, fast enough for me, just the right size, Would purchase again",True,0 people found this helpful
,5.0,"Reviewed in the United States on February 27, 2025","On a MacBook Air, you can say
""Show commands"" to see a list of available voice commands.",True,0 people found this helpful
,5.0,"Reviewed in the United States on February 17, 2025",can't even tell its been used its pretty much brand new. can 100% say its worth the money if you looking for a apple MacBook for half the price good stuff👌🏾,True,0 people found this helpful
,5.0,"Reviewed in the United States on February 26, 2025",At a good price. Worth the money.,True,0 people found this helpful
,3.0,"Reviewed in the United States on March 20, 2025","Everything was fine the first day it arrived. I couldn’t spot any physical damage, booted up perfectly and held a charge. It was perfect. The very next day, out of nowhere, the left side of the screen became pixelated in a vertical line. I didn’t drop it as it remained stationary since I set it up. I turned it off and back on and the damage was still there. I tried to work with the lines there but it got progressively worse. It was impossible to see anything with them in the way. I returned it for a refund. Personally, I wouldn’t buy another ‘renewed’ product. I’m out of $580 until I receive my refund. My advice is to just bite the bullet and purchase through Apple if you can. You get what you pay for.",True,0 people found this helpful
,5.0,"Reviewed in the United States on July 23, 2024","Just kidding. If you do that, how will you be able to read my fantastic review.

So this is actually my first laptop. I’ve never been able to afford one and recently got a work from home job that required one. I wasn’t sure what to look for buying a laptop.

I read reviews on several different styles of Mac, and went with this, as it seemed to be the best value for the price. Knowing it was an older version I was fine with that as I wasn’t looking for top-of-the-line for what I’m using it for.

Something to consider is that the screen is fairly small. my coworkers are surprised that I’m able to use a screen as small as this I like the size of the laptop overall and it’s not too heavy to have to transport so it works perfectly for me.

I would say that it holds charge for a decent amount of time and it ends up charging very quickly when plugged in. I like the appearance I like the fact that it connects with my iPhone. It was a new experience for me being able to read and respond to text on a laptop and it’s some thing that I enjoy doing.

I can’t speak to any other functions that people might consider when buying a laptop as I’m not doing anything Very exciting with this. However, I would say if you’re looking for a basic laptop either for your self or for a remote job, this is a great option at a reasonable price.",True,12 people found this helpful
,5.0,"Reviewed in the United States on February 18, 2025",Such a great laptop.,True,0 people found this helpful
,4.0,"Reviewed in the United States on December 17, 2024","Laptop arrived fast and brand new. A bit expensive when you compare it to brand new Mac’s today where you can save $100s and get 4 years newer, more storage and the M2 chip instead of the M1. But hey it’s rose gold",True,0 people found this helpful
,5.0,"Reviewed in the United States on November 27, 2024","I was very wary at first buying a refurbished laptop from Amazon after reading reviews on other laptops. But this was exactly what I wanted and the Renewed Premier rating is true The laptop is in immaculate condition not a scuff or scratch on it. The laptop did arrive dead and needed to be charged but after doing some research, it is only had 89 full charge cycles on it, I believe these are rated at 1000 full cycle charges so that’s pretty low which I’m happy with. The battery life is also reading 95%. For the price, you can’t beat it so far not one complaint.",True,3 people found this helpful
,5.0,"Reviewed in the United States on August 13, 2023","The M1 ""Air"" laptop is all that most people need for general purpose use - it has 8 GB of memory and 256 GB of solid state disk and an excellent 13.3 inch screen - plenty for email, light word processing, light gaming, school work, light artwork, has a good built-in camera, microphone and speakers, etc. Mac computers come with an excellent complement of easy-to-use Mac software for general purpose use and, recently, Stacksocial has been offering a great deal on MS Office 2021 for Mac that extends that ecosystem to the Mac, too. It is fast, responsive, extremely reliable, and is very easy and pleasant to use. Most people only use 30 to 50 GB of ""disk"" storage (this computer uses much faster solid state disk - not less-reliable and slower hard disk). It is comparatively light and thin as laptops go and is easy to carry. The power supply is not clunky and attaches magnetically. All-in-all a good choice, especially at its current discounted price. The M1 generation of Mac chips is similar to but not quite as fast as the M2 generation but is architecturally very similar - there is little to fear that the M1 will become obsolete in the near future. The *one* drawback is that this computer has only 2 Thunderbolt ports for wired connections. Thus, if you want to have a hardwired Ethernet connection (faster and more secure) than the built-in WiFi, you need to buy an external Thunderbolt (not just a USB C-type) dock that includes an Ethernet port. Similarly, if you want to use the computer with a larger, say a 24 or a 27 inch screen you need to have an HDMI port on the dock. And if you have other kinds of devices that you use that have USB A connections the dock must have those, too. There are several reliable docks on the market, so if you need one, they are available. Just make sure that the dock has the kinds and number of ports that you need. I recommend this computer if you need a light and very portable general purpose Mac.",True,78 people found this helpful
,5.0,"Reviewed in the United States on February 10, 2025","Love this laptop! Has held
Up many years and I have no complaints. Have never ran out of storage and the system is really fast. Highly recommend.",True,One person found this helpful
,5.0,"Reviewed in the United States on February 18, 2024","I first bought this mac in 2020 when it first came out but i broke the screen in dec.2023. Was undecided about getting a brand new mac or getting the screen fixed.. to get a screen fixed is over $500 so I decided to buy a new mac.

I was skeptical about buying from amazon because of the reviews… i did tons of research and learned that amazon buys wholesale and sale for cheaper bc of the profit they make from accessories , etc… ANYWAYs. I received the mac completely dead which caused me to panic. It took about 20 minutes to get a charge and power on. I began researching ways to figure out if the battery was damaged or if this was a brand new mac… turns out this charge is the first charge this mac has had and the battery level is “normal” i figured it set on the shelf a while because it came with OSVentura.

i have set up my mac, of course it was super easy because i have all mac devices : phone, ipad, and imac.

overall im in love all over again with this mac. i’ll update in a few months if anything changes. This mac is fragile, simple because of it’s weight. It’s a no brainer that one needs to carefully use this computer when closing it, traveling, etc. I had no problems with my previous mac and it would fall on the carpet numerous of time lol. i used my previous mac for school, work, and personal use and the 256 GB was just fine. I usually upload everything to google drive anyway when im done with files and documents.

thanks amazon for the fast delivery!!",True,11 people found this helpful
,4.0,"Reviewed in the United States on August 19, 2024","I have enjoyed this laptop and have been able to do what I needed over the last 3 or 4 weeks since I received it. Although that changed today!!! I have a Willie machine that needs to connect to my laptop in order to cut out my designs. I went to connect to my laptop only to find that there is no USB port. No where in the ad or description does it state that IT IS NOT USB COMPATIBLE!!! VERY FRUSTRATED, in the middle of a project I needed to have done by the end of the week and now I will have to try to complete the cutting aspect of the project in a different way!!!",True,2 people found this helpful
,5.0,"Reviewed in the United States on January 22, 2025","Looks/feels/operates as NEW.
Meets my needs at half the price of the newest model. Very pleased.",True,0 people found this helpful
,5.0,"Reviewed in the United States on April 5, 2021","I'm a software developer and I've only used PC for my entire career. I've been using the windows subsystem for Linux and other Unix based shells for work for a long time and I've always had the desire to try development on a Mac.

I assumed that it would be like any other Windows machine that's had the OS replaced with Linux, one of my favorite computers was a Lenovo with Ubuntu on it so that's what I expected.

I bought a Surface Pro X which has an ARM based processor (ms sq1 chip) so I thought that I knew what to expect, I assumed that it would be frustrating that the majority of the software I used probably wouldn't work correctly but I have to say that Apple did so much better than Microsoft on this one. The M1 chip makes this $1,000 laptop feel like a $2500 laptop. I've only run into one application that couldn't run and the general online community recommended an alternative for me.

the most difficult thing for me was getting used to the different keyboard layout but once I did, this laptop has been nothing short of a pleasure to work with and has replaced my Surface laptop 3 as my daily driver and primary software development machine.

I might revert to my Surface laptop three if I go back to .NET development in the future but for the general web stuff I typically do, I couldn't ask for a better machine.

The battery life is excellent, this laptop feels premium, I have no doubt that this will last me well into the future and it has completely changed my mind about Apple.

The biggest downside in my opinion is that I spent a fortune on accessories and peripherals because Apple products tends to exist in their own separate ecosystem which can be a bit frustrating.

One thing that everyone should be aware of is that you can't connect this laptop to two separate external displays. I had to get used to One external display and then using a virtual desktop. That is unfortunate because I really liked having three monitors at all times but I haven't found a way to make it work with this machine.

Generally speaking, I would recommend this to anybody who's considering it. Unless you are a PC gamer, there's very little that this computer won't excel at. I'd argue that it might be the best quality laptop in this price range by a factor of two, and I have historically been very critical of Apple.",True,49 people found this helpful
,5.0,"Reviewed in the United States on December 29, 2024","I am an Apple kinda girl and the laptop was the only thing I didn’t have, so I splurged. I have been thoroughly enjoying the MacBook. I will confess that I took a class at our Apple Store in the mall.",True,0 people found this helpful
,4.0,"Reviewed in the United States on March 14, 2024","One of the most striking advantages of the MacBook M1 is its exceptional battery life. Thanks to the efficiency of the M1 chip, users can enjoy extended usage without constantly searching for power outlets. This makes it an ideal choice for students, professionals, and anyone on the go.

Moreover, the performance of the MacBook M1 is astonishing. Whether you're editing videos, coding, or browsing the web, the MacBook M1 handles every task with ease.

Additionally, the MacBook M1 features a stunning Retina display that offers vibrant colors, sharp details, and excellent contrast.

However, there are a couple of drawbacks worth mentioning:

• The limited Port Selection: The minimalistic design that sacrifices port variety for sleekness. With only two Thunderbolt/USB 4 ports available, users may find themselves needing additional dongles or adapters to connect multiple peripherals simultaneously.

• Limited Upgrade Options: The MacBook Air M1 is not user-upgradeable, meaning that components like RAM and storage are soldered onto the motherboard and cannot be easily replaced or upgraded after purchase. This lack of upgradeability can be frustrating for users who prefer to customize their laptops over time.

Despite its lack of ports and limited upgradeability, the MacBook M1 remains a top choice for those seeking uncompromising performance in a sleek and portable package.",True,2 people found this helpful
,5.0,"Reviewed in the United States on April 12, 2024","Ill be honest, i wasnt into apple products like that till i got the iphone and then i wanted to try out the macbook. The reason why i got a macbook is because my windows laptop wasnt getting the battery life that i had wanted. I was only getting like 4 to 6 hours on it and i have to keep putting on a charger after a while and i wanted something that will last all day and all without constantly worrying about putting it on a charger. And i wanted to try out the macbook and to be honest, it going great and i have to get used to it because its different from the other computer i have. But the battery life is awesome and i can get through a whole day without worrying about charging it often. I have yet to charge it but once when i got the computer and at the time of this review i still havent charge it. And the standby time is great too as well. The screen quality is great too as well and i like how it looks. I will still keep my other computer but this macbook will be my go to for now on because i want to do work and all and i wanted something that will last all day. Good job apple and yall did your thing.",True,0 people found this helpful
,5.0,"Reviewed in the United States on January 9, 2023","After 40 years of using (and building) PCs, I switched to an 27 inch iMac. I needed better accessibility features than Windows could provide. The chance was easier than I anticipated and I've found no reason to use Windows emulators. In the past, I've enjoyed the convenience of having a laptop. But I just couldn't see them well enough anymore. So I took a leap of faith spurred on by a great Amazon Deal at $799.
Setup was very easy.. it just cloned everything on my iMac that I wanted to transfer over. The screen is bright and easy to see even for me. The keyboard feels good and the trackpad works well. There's a fingerprint ID to unlock it... very convenient.
This is the M1 MacBook Air. I purchased it shortly after the M2 MacBook Air came out. It was 18 months old but that's what provided the exceptional price. The M2 based MacBook would be faster and offered MagSafe charging, and a brighter display. There were also several handy ports lacking on the M1 model. But the M2 has an overheating problem that the M1 doesn't. I didn't think these features were work several hundred more dollars.
This M1 MacBook is fast enough and has reasonably good battery life. But there are a few drawbacks that I was aware of before I made the purchase:
The only ports are a headphone jack and two Thunderbolt connectors. To solve this issue, I bought a small dock.
You're buying the base model with a 128g solid state drive. This is less than ideal but there are workarounds. First, you can purchase an inexpensive drive (solid state if possible) and offload some things to that drive. Another option is to upgrade your iCloud storage to 50gb for .99 cents a month.

Is this a good deal? The answer is YES!",True,48 people found this helpful
,4.0,"Reviewed in the United States on June 4, 2024","I loved my rose-gold Apple phone so I thought I might like it in a laptop too. However, when I opened ip the computer, I couldn’t stand seeing the black keys against the rose-gold. I knew I would have to return the computer so it wouldn’t bug me for years to come. The computer itself worked well and was all it was cracked up to be. It took months and several calls to Amazon to be refunded for the computer because of my nit-pickiness. I had to pay to have the computer shipped back and insured. Overall, the following up on the order became a hassle, but I am still glad I returned it. Seems like it shouldn’t have taken nearly three months for a refund. I will buy another MacBook Air and stick to silver this time.",True,0 people found this helpful
,4.0,"Reviewed in the United States on September 17, 2024",I had to add USB C Hub Multiport Adapter since it only has 2 USB MAC ports. Some challenges with connecting with a printer and connecting with internet but figured it out. Used other laptops and PCs for years and had many problems with security despite many different anti-virus aps. Have not had that problem with a MAC.,True,0 people found this helpful
,5.0,"Reviewed in the United States on December 29, 2024","As stated, this was a new old laptop and like all Macs, it works great, still using it 2 years later.",True,One person found this helpful
,5.0,"Reviewed in the United States on October 28, 2024","My Mac Air late 2020 was pristine. Arrived a little late but it was worth the wait.
I had never used a Mac before so it was a learning curve setting everything up. I was able to find support on line
I’m very happy with my purchase. I would buy from this merchant again",True,0 people found this helpful
,5.0,"Reviewed in the United States on January 11, 2025",Fue de mi agrado,True,0 people found this helpful
,5.0,"Reviewed in the United States on November 5, 2023","I’ve had an iPhone and an I watch for several years and a friend of mine gave me their old MacBook Pro but it’s so old that I can’t update it anymore and I’m going back to school for the first time in 20 years and I needed a new computer. And I knew that would be nice to have a Max system because it would sync with my other devices, And as much as I know they’re worth it I couldn’t afford a 2023 MacBook Air and I needed something light because I have spina bifida and I can’t carry a super heavy computer either in my bag or on my backpack. But I looked it up and I read that the 2020 MacBook Air‘s were rated very well And it ends up being less than half the price of buying a brand new one even with the AppleCare coverage. So I’m really happy with it because it was a way for me to get a new computer which I’ve never had in my entire life, and I got the brand I wanted just a model that was a few years older, but never been used. And it was super easy to set up. It couldn’t have been easier. So I am very very happy with the purchase.",True,9 people found this helpful
,5.0,"Reviewed in the United States on July 24, 2024","I have a MacBook Pro 2010, and it was finally time for an upgrade. But I was not willing to spend over $700 for a laptop. So I started the search for what I needed and wanted.
I was totally surprised by the cost of new, even refurbished laptops! But after some research I realized this Air 2020 M1 was what I needed.
When I received it in Apple certified refurbished box and packaged as a new one I was totally surprised! The transfer was so easy and I could not be happier! Im so glad I found this one and took the chance on a “refurbished premium” laptop.
I have the: Air 2020 M1 8GB RAM 512GB storage 8 Core.",True,4 people found this helpful
,5.0,"Reviewed in the United States on December 3, 2024","Love this laptop it has lasted me till now two years later and great for basic needs like school or content creating , graphics etc. Great purchase!",True,One person found this helpful
,5.0,"Reviewed in the United States on August 23, 2023","This Rose Gold Apple MacBook Air Laptop is the perfect computer for college students looking for a thin, lightweight, and powerful machine. It's perfect for taking to class, working on projects, or watching movies.

Here are just a few of the things I love about this Rose Gold MacBook Air:

• It's incredibly thin and lightweight for carrying it around campus in a backpack without even noticing it's there.
• The Retina display is crystal clear. It's perfect for watching movies, browsing the web, or working on projects.
• The keyboard is backlit and has a touch ID sensor. This makes it easy to type in low-light conditions and keep the laptop secure.
• It has 8GB of RAM and up to 2TB of storage. This is more than enough for running multiple applications such as Word, Excel, Powerpoint, and even Adobe Photoshop while storing a ton of files.
• And it's all at an affordable price. The Rose Gold MacBook Air is an amazing value for college students.

If you're looking for a thin, lightweight, powerful, and affordable laptop for college, the Rose Gold Apple MacBook Air is the perfect choice. I highly recommend it! Therefore I rate this product five out of five stars.",True,56 people found this helpful
,5.0,"Reviewed in the United States on April 4, 2021","Not long ago I decided to get far from Apple products because some work necessities I couldn't cover with an iPhone and a Mac. The limitation of the Iphone for some advanced features (like dual SIM and the possibility to flash OS images from a ssd) and the need to use bootcamp in the Mac made me jump to an android phone and a windows computer.

I had a Samsung s10+ and a Huawei Matebook pro with windows and linux. Both devices are impeccable. Really made my work easier in so many aspects. But as time passed my life wasn't getting simpler like it was with my Iphone and my Mac.

Apple products work flawlessly between each other and there are always new implementations that simplifies everyday life. Quality of this products and its software is incredible. Although other products have better capabilities ( for example my Matebook outperforms this MacBook Air m1 and has a much better quality screen) they lack the simplicity and stability.

Being all this said, The MacBook Air M1 is a really great laptop. The most basic version which is the one I bought is blazing fast, stable and with a great battery life (much better than the Huawei Matebook pro). Also its absolute silent and fresh. Its doesn't get hot at all.

To make my work easier I had to pay for some software that saddly I was denied to pay on the Mac at the beginning. Apple products are expensive but I've learned that in the long run they are worth it. Life is about time and how you spend it and apple definitely focus its effort to simplify the time you use to do a task.

I wanted to share my story in case you are in a situation like I had. If you have an iPhone and other Apple products don't doubt. Buy a Macbook Air M1. I still have a beefy windows machine for gaming, rendering, and other things. But most of the time I rather work in my new MacBook.",True,16 people found this helpful
,5.0,"Reviewed in the United States on April 13, 2024","This little laptop is SO good. The keyboard feels phenomenal, I cannot tell there are any pixels on the screen, and the battery has never died on me. The screen was weird, but since it was under warranty Apple replaced it for free. The build quality is excellent. The solid metal construction simply cannot be broken under normal use. It's great for school and home use. The only issue with gaming is that it overheats, and of course, not very many games are available on the Mac, so not the computer's fault. This is a 10/10 laptop would recommend it to anyone else looking for a small, portable, and powerful laptop.

Speaking of power, this thing FLIES. It handles any task I throw at it. I tried video editing the other day, and it handles my 4K timeline so easily.

Final rating:
Build quality: 10/10
Keyboard: 10/10
Display: 10/10
Gaming: 8/10
Performance: 10/10",True,17 people found this helpful
,4.0,"Reviewed in the United States on March 28, 2023","I’m a big Apple fan. I usually use Macbook Pros for work. I decided to get the Air for the days when I don’t need the Pro with me. I like the size and the weight, but there are little glitches here and there that are just very annoying to me. Photos can’t crop more than two pictures at the time without glitches. I do the same on the Pro, no problem. This is easy work and has nothing to do with how ‘powerful’ your computer is. I’m talking about cropping regular phone size pics for social media. No filters or animations or anything like this. It can’t do that.

Sometimes when you try to write a post on social media, the space bar moves cursor up as an arrow, rather than a space, usually when you get to the second paragraph of your post. I haven’t noticed this in Pages, just social media. These are small things but when you’re in a hurry, they can be very annoying. The button to change languages is very temperamental, sometimes works, sometimes doesn’t. If you’re trying to write a social media post in two different languages, good luck. You have to select outside of the post pop-up in order to change your language every single time. And IDK, it might be just mine that is doing this, but it’s making me stay away from everything Air.

As far as Amazon shipment, delivery and so on, no complains. Everything was as expected for this item.",True,25 people found this helpful
,5.0,"Reviewed in the United States on December 22, 2024",one of the best yet! brand new!,True,0 people found this helpful
,5.0,"Reviewed in the United States on December 18, 2024","Pretty close to flawless, especially for the price.",True,One person found this helpful
,4.0,"Reviewed in the United States on December 23, 2022","It’s been a few years since I’ve purchased a MacBook as I have anas I have been using windows laptops the past seven or eight years. My intent for using this one was for a consulting business I am a part of doing teaching presentations, etc. I wanted something that was small and traveled easy but also durable. Using this was a pleasure from the keyboard to the color and clarity of the screen. It feels good in the hand and seems like a very premium and quality product I use this laptop for a job one day recently and literally at full brightness for around 8 1/2 hours on its battery. What I found is I liked it so much that I added more applications to make this my daily laptop but the standard 8 GB it came with just wasn’t enough. I was getting RAM full warnings at least once or twice a day. I have since given this laptop to my wife who had a 2011 Air and have purchased a new 16 GB M2 version for myself. As nice and robust, and as good looking as this laptop, is I highly recommend it but if you think for a moment that you might need extra ram, go ahead and bump up to the next level. in my opinion, this is the best $1000 laptop on the market with the best battery life and quality overall.",True,11 people found this helpful
,5.0,"Reviewed in the United States on October 11, 2024","After ordering and returning 3 Later 2020 MacBook Air through other sellers, I ordered thru Amazon.com that indicated it was in “ Premium” condition. It was delivered on the promised date, was packaged as if brand new and was in BEAUTIFUL condition. Not a scratch on it unlike the previous 3 through other sellers. Thank you Amazon!!!",True,0 people found this helpful
,5.0,"Reviewed in the United States on December 31, 2024",,True,0 people found this helpful
,5.0,"Reviewed in the United States on December 23, 2024",Really good for schoolwork,True,0 people found this helpful
,5.0,"Reviewed in the United States on October 9, 2024","I bought this from amazon when it was on sale. The price to performance can't be beaten by any windows laptop if you are looking for a machine that is light weight and lasts a long daily battery use. This means no gaming, no rendering but any lightweight officework to schoolwork, it is perfect.",True,0 people found this helpful
,5.0,"Reviewed in the United States on December 29, 2022","I'm no tech expert. The last laptop I owned was a 2015 MacBook Pro (13-inch), which I used daily until the battery became too weak to hold a charge for more than a couple of hours. That's normal after you've gone through the standard 1000 recharge cycles and seven years of use. It served me well.

I pretty much only use this thing to write Amazon reviews and so far it's doing the job well. I will say the Air is the lowest model of the MacBooks and I bought the 2020 M1 model rather than the newest one available for 2022. Going from a 2015 Pro, I noticed this machine is noticeably stronger in performance. It's also lighter and quieter because it has no cooling fans (doesn't really heat up so it doesn't need them).

My only real complaint I'll say at this point is the lack of ports. You get two USB-C ports and a regular headphone jack. I'm glad they at least decided to keep the headphone jack. So you'll most likely need to buy a dongle or some adapter to expand your ports which then makes the laptop clunky and less portable.

I'll finish with this - if you don't know the pros and cons of buying an Apple vs non-Apple (usually Windows-based) laptop, definitely look that up. There are basics you should know like Apple is not gaming-friendly and installing software in their OS vs Windows is quite different.",True,24 people found this helpful
,5.0,"Reviewed in the United States on December 10, 2024",Works nice I guess. The ex wife took it with her.....,True,0 people found this helpful
,5.0,"Reviewed in the United States on June 3, 2023","Superior Performance: Macbook outperforms Windows PCs in various aspects, thanks to its i5, i7, and i9 Intel processors.
Impressive Battery Life: Macbooks are known for their extended battery life, lasting between 10 to 12 hours on a single charge.
Powerful Mac OS: The user interface of Mac OS is highly regarded, offering a seamless experience that users appreciate.
Professional-grade Software: Apple's video and music production software, such as Final Cut Pro X and Logic Pro X, are highly regarded in the industry (available for purchase separately).
Ideal for Computer Science Students: Macbooks offer an excellent programming experience, allowing students to develop iOS and Mac software using Xcode, which is exclusively available on Mac machines.
Touch Bar Enhancements: The Touch Bar provides added functionality for tasks like video and photo editing, typing, color selection, font selection, and more.
High-quality Photo Editing: Macbooks offer a robust set of tools and features for professional-level photo editing.
Enhanced Security: Fingerprint access, coupled with the T2 security chip, provides advanced security measures.
Sleek and Attractive Design: Macbook Pro boasts a slim and aesthetically pleasing design, giving it a professional look.
Backlit Butterfly Keyboard: The backlit butterfly keyboard offers a unique typing experience.
Improved Touch Trackpad: The larger touch trackpad with palm detection enables better gesture control and usability.",True,24 people found this helpful
,5.0,"Reviewed in the United States on August 26, 2023","If you are in the Apple ecosystem, this is the perfect laptop to round out your needs. I have watched a ton of YouTube videos before buying this older technology base M1 computer and they all say in 2023, it is still the best performance for the money. After owning it for a month, I have to agree. I like having all my documents, photos, links etc available on all of my devices and this integrated perfectly. It was also super easy to set up and use. I love the feel and quality of the construction as well. Just beautiful in the Space Gray.
I purchased this on the school tax free weekend from Amazon without hesitation. The price here on Amazon is one of the best and the computer is brand new, just like buying from Apple. I have heard that they offer Apple products at a lower price/margin in the hope that you will purchase your accessories here as well i.e. mice, keyboards, cases, hubs, drive, etc. Not sure if this is true, but it makes sense. I can't speak for the refurbished products, but this Apple laptop is brand new, factory fresh.
This laptop has everything I need, and nothing that I don't!",True,40 people found this helpful
,5.0,"Reviewed in the United States on October 1, 2024",I’ve had this for a year and a half now and I’m not really sure what I would do without this laptop as a student. I haven’t had any long term issues with it or never had to take it in for a repair. My queen,True,0 people found this helpful
,5.0,"Reviewed in the United States on April 24, 2024",My old laptop was showing it's wear so I ordered this one and I love it. It is super responsive and the color is really nice. It has the M1 chip which really makes a difference from the MacBook I had. I haven't used all the capability that it provides but I'm finding new things every time I use it. I imported most of the apps and information that I had on my old one and some of the things on my iPhone even showed up on it. Nice that they all coordinated. My son saw this when I first got it and ordered his own because he was so impressed with it.,True,0 people found this helpful
,5.0,"Reviewed in the United States on August 24, 2024","Pleasantly surprised. This is my first refurbished item ever, so I didn't know what to expect... After unexpectedly breaking my 2018 MacBook screen display, I needed a quick and affordable replacement.

This was perfect. It arrived fully packaged, sealed and with all charger pieces etc., 0 signs of usage. I LOVE my new laptop. The gold color is cute and the 512GB is perfect for my design work/files. 10/10",True,0 people found this helpful
,3.0,"Reviewed in the United States on February 12, 2024","When I bought this MacBook Air, I was under the impression that this would be brand new. There wasn’t anything displayed on the description that indicated that this product was refurbished or used. None. Zero. NOTHING.

I received my MacBook and instantly fell in love with it. When I unpacked the MacBook, I didn’t see anything immediately wrong with it physically. I checked all over and she was looking 👀 right. However, when I checked over it, it was under low lighting. Almost like meeting someone in the club/bar lighting…🤦🏽‍♂️. The next day, I brought it to work and saw her in bright lighting and was shocked 🫢. There are multiple scuffs and scratches on the lid, scratches on the mouse pad area, and there’s also a noticeable smudge on the “Apple” logo. I can only assume that this device is pre-owned due to the noticeable scratches and scuffs, and if that’s the case, SAY IT IN THE DESCRIPTION! Paying the price I did for moderately used good is ridiculous.

Other than the scratches and scuffs, I haven’t had an issue with the MacBook itself. Processor speed is totally amazing and the graphics are great. Oh yea, the FT camera sucks terribly so just don’t even waste your time and the sound via FaceTime is trash mixed in with dog water. Just make sure you check it out under bright lights if you plan on keep it 🫶🏽🤘🏽",True,8 people found this helpful
,5.0,"Reviewed in the United States on July 28, 2021","This is honestly an excellent machine.

Not even interested in discussing ""cons"" because there aren't any if you weigh up the price point fairly for what is arguably the best ultra portable laptop on the market right now (July 21') and I don't mean the fastest.

The ""only two"" thunderbolt slots can be dongled out to the max. If you want a second or third monitor setup, get any ""display-link"" certified hub like the Dell 452-BCYT D6000 Universal Dock (pricey) or the WAVLINK USB 3.0 Universal Laptop Docking Station,USB C to 5K/ Dual 4K @60Hz Video (cheaper).

The 7 cores of GPU on this model won't be noticed vs 8 cores. The machine is a beast. I'm using Lumafusion to process video (not even designed for MacOS but ports across from iPadOS) and it's 3X as fast as the iPad Pro that I own - 2019

Best laptop I've ever owned and I've owned two earlier MacBook pro's, a Mac mini, several windows laptops, and the Dell S2721Q 27 Inch 4K UHD monitor I purchased here is parked on top of the last windows machine I purchased.

The 4K dell monitor is easily crisp enough for MacOS and I purchased the keyboard used and Magic Mouse (2) new, on Amazon.

It's been a while since I've been on MacOS and would describe it as wonderful to use and look at, after coming from windows 10. Sidecar is also amazing (using the iPad Pro to the right for that)

If you're shopping for a laptop or a Mac laptop, this is a good option.

You'll love it. Nuff said.",True,32 people found this helpful
,5.0,"Reviewed in the United States on December 16, 2024",love it sm,True,0 people found this helpful
,5.0,"Reviewed in the United States on December 17, 2023","I was a bit wary of ordering such an expensive device on Amazon but it was on sale and my 10 year old 15in MacBook Pro was on its last leg and was far too heavy for me to take with me places for school and work, so I took the risk and got it. I'm glad I did. I LOVE it. It works perfectly, came double-boxed (triple if you count the standard Apple box) and the Apple box was still sealed. Easy to set up (although I've been an Apple user since the early 2000s so I'm familiar with the process). Even got to have the turn-on sound/Apple logo experience upon opening which is always satisfying. So much lighter, quieter, and faster than any other Apple computer I've ever owned. Doesn't overheat and the battery life is AMAZING. I'll use it all day (~14-16hrs) without charging it and it still has about 30-40% of battery left. Quick to charge as well. The best technological investment I've ever made.",True,44 people found this helpful
,5.0,"Reviewed in the United States on December 14, 2023","Look no further, and don't waste your time and money with other online refurbished sellers like OWC and Back Market! I'm so impressed with Amazon Renewed! I purchased this Macbook Air M1 8GB 512GB from Amazon Renewed after terrible experiences with both OWC and Back Market. Their products arrived not as expected, in terrible quality, and customer service was a nightmare with OWC. This Amazon Renewed product exceeded my expectations by far and made buying refurbished a dream. My laptop was advertised as refurbished in excellent condition, but it came in brand new condition as far as I can tell. It was wrapped up in brand new packaging as if it had never been opened, and it runs amazing. It looked a smelled brand new. I bought it for $779, and they're going for $1079 on Apple.com, so I saved $300. Couldn't be happier with this purchase. Big thanks to this seller. I would highly recommend this product to other shoppers.",True,12 people found this helpful
,5.0,"Reviewed in the United States on September 12, 2024",You will have to do your own research on your needs but this is my second MacBook Air and and is my favorite notebook. It was also a great deal at the time. I would buy another one if I don’t die before I need one!,True,0 people found this helpful
